0.122649 0.186231 0.879663	0.226908 0.417312 0.554624	0.517226 0.458739 -0.558099	0.487276 0.926283 -50.3585
0.945099 1.43911 -0.735009	0.711128 1.78412 0.668255	0.501945 1.00094 1.50295	0.5193 0.882389 -3.56753
0.507691 0.389094 -2.13722	0.435876 0.19651 -1.06526	0.46452 0.825983 -1.36156	0.564832 1.08495 0.819636
0.943993 0.412831 0.378602	0.557481 1.81399 8.86335	0.539403 0.621781 0.934938	0.483948 0.992386 0.897874
0.954768 0.0846885 -27.0177	0.355812 0.447165 1.10268	0.453082 0.91409 -1.10214	0.549334 0.882184 -0.618127
0.884828 0.361723 -1.51871	0.467124 1.46998 1.09282	0.556839 1.38561 -2.29598	0.475854 1.10779 1.95481
0.109143 0.779855 -0.67251	0.452479 0.88635 -0.357025	0.513935 1.02981 -0.711404	0.569503 0.887165 1.74035
0.0803232 0.0512995 -0.462358	0.069768 0.415579 0.444494	0.445984 0.633902 -6.96815	0.479829 0.997789 -0.850554
0.465473 2.29824 -3.74665	0.828486 1.87884 -0.499747	0.591345 1.0577 0.692121	0.512271 0.983821 1.15934
0.692218 0.759415 -0.66874	0.458224 0.199217 -1.70924	0.483714 0.799529 -2.48284	0.527821 0.928569 -0.691003
0.34642 0.179946 -0.209539	0.33137 0.652158 -12.3887	0.465663 1.08348 0.436948	0.470684 1.00731 -0.592228
0.686175 2.29322 34.3738	0.573432 1.29228 2.31335	0.736632 1.37386 -1.06033	0.512512 1.00176 -0.519163
0.772028 1.69538 0.16521	0.687724 0.665144 1.08526	0.421381 0.600405 -2.32095	0.504188 0.947522 0.605085
0.584707 0.228332 0.740608	0.325689 1.18983 -8.34661	0.478463 1.03221 1.86067	0.480318 0.919078 2.0666
0.763235 0.407374 7.66956	0.160217 0.21424 0.41136	0.597518 1.18198 -0.611888	0.56253 0.819027 -1.54616
0.365123 5.90506 -5.85977	0.256554 0.995092 0.458783	0.347659 1.14025 0.550278	0.527495 0.989464 -0.873028
0.791363 2.10557 4.22093	0.554303 0.124583 1012.81	0.527499 1.24641 -1.34939	0.554424 0.954671 -0.721854
0.845105 2.19905 -0.375928	0.070965 1.65818 -0.388384	0.458935 1.39376 -0.252095	0.471687 1.13881 0.785791
0.153981 0.787356 1.53169	0.519646 0.959287 -0.406658	0.458156 1.05843 -1.29399	0.508225 0.960336 8.72526
0.754667 0.287381 1.66756	0.716201 0.984192 2.59941	0.395314 0.721944 4.87147	0.454828 0.882128 0.457136
0.551467 0.580971 0.184984	0.513912 1.19384 -0.405229	0.48208 1.09025 -1.24029	0.472943 0.979751 -1.13892
0.646933 0.0962007 2.6199	0.427666 3.20492 -1.67942	0.539641 1.02755 -0.142191	0.531896 1.00165 0.510546
0.321668 0.995423 0.780363	0.691673 1.45265 0.111307	0.535899 0.867646 -0.231018	0.494029 1.02424 -0.371673
0.996364 0.19799 -25.1195	0.812744 1.57109 -0.0536737	0.436764 0.951187 0.989378	0.503621 0.970478 3.48069
0.744962 1.56121 -1.28361	0.454096 1.18911 2.82731	0.408424 0.642745 3.26446	0.499455 0.938567 1.05378
0.720586 0.235801 0.0507181	0.552458 3.65773 0.626077	0.577871 1.33567 0.159555	0.519853 1.1642 0.211282
0.780221 0.682119 -0.166321	0.488896 0.927725 4.66315	0.453667 1.12756 -1.33142	0.527697 1.08593 4.45276
0.550892 2.67115 3.06451	0.55301 1.15812 1.71932	0.622 1.04234 0.429304	0.523865 0.928408 -2.84346
0.661814 0.192978 0.586794	0.325131 0.377395 0.31579	0.488734 1.06939 -34.2233	0.530345 0.957698 2.63973
0.327853 0.267781 -18.5571	0.699796 0.160563 0.191123	0.559762 0.845693 -0.494638	0.496477 1.00642 2.57546
0.940781 0.841827 -1.01204	0.141846 0.314996 0.709974	0.437283 0.610989 -0.174458	0.53813 0.939332 1.15552
0.679252 0.572278 -1.27071	0.516764 1.37654 -1.31434	0.511078 1.45529 0.155759	0.50248 0.821062 0.496559
0.0699735 0.915225 0.308783	0.658692 0.468207 1.34244	0.604737 0.896725 0.984945	0.500276 1.1051 0.866962
0.435669 0.207549 1.29154	0.213374 0.517867 5.56902	0.550309 1.50911 0.45823	0.550424 1.07291 -10.0009
0.740769 0.0618575 1.58172	0.193572 1.27939 -0.853572	0.4786 0.733737 -4.87078	0.553155 1.02871 -5.78248
0.396825 0.44759 4.17566	0.44655 1.84731 -0.752551	0.674037 1.08543 -0.188255	0.520436 0.945417 -0.6575
0.0970275 0.279773 -9.2378	0.627394 1.28306 -51.6255	0.560131 1.1237 8.53175	0.475348 1.03832 -2.42331
0.547613 1.01366 -1.19023	0.710154 0.94302 -2.44866	0.46179 1.27796 2.18503	0.493329 0.937927 1.83437
0.815195 2.3999 6.23299	0.237292 1.18889 0.141771	0.464128 0.726804 39.0652	0.492277 1.10685 -0.506747
0.72431 0.225446 -0.322419	0.601321 2.05441 0.0701433	0.50883 1.01371 3.2634	0.517838 1.07461 -4.50162
0.84733 1.65567 12.6186	0.252511 2.98437 2.50706	0.770757 1.42426 0.255366	0.494681 0.985534 -0.0896664
0.1153 0.942308 0.0482072	0.7508 0.147648 -0.38586	0.500541 0.711996 0.732402	0.511449 1.00769 0.898803
0.552811 0.870722 -0.230235	0.0946355 1.82269 -0.481516	0.364062 0.630283 3.37856	0.461312 1.00994 1.00591
0.126381 0.392722 1.33069	0.32982 1.09345 -6.4326	0.405562 0.899587 0.8005	0.503841 1.12092 -0.513524
0.0454056 0.389539 -0.658099	0.0663829 1.07767 0.416315	0.420152 0.894022 -9.48759	0.537302 0.97083 8.68048
0.21988 2.04304 -0.529573	0.583302 0.510733 0.527921	0.532492 1.55178 1.08364	0.460577 1.03509 0.643555
0.0748785 2.03514 -1.43423	0.168731 0.478179 -8.36592	0.575826 0.767097 -3.10298	0.465755 1.15257 0.0441805
0.568915 1.86484 -1.03182	0.550092 1.02494 0.891491	0.553297 1.16156 2.31019	0.488279 1.2065 -0.24816
0.824057 0.7156 0.408818	0.610259 0.58271 -2.88556	0.664807 0.63334 2.65914	0.531215 1.05076 9.14385
0.850602 0.264115 -1.18047	0.714549 0.87084 1.42826	0.363319 0.882223 0.593594	0.521096 0.942174 -0.0338171
0.139833 0.241151 -0.806463	0.718116 0.394648 -1.89772	0.390465 1.0762 -1.47422	0.489756 0.972514 0.313266
0.469065 4.04917 -0.498239	0.42701 0.584768 205.113	0.428674 1.40336 0.126852	0.501876 0.905757 -0.428794
0.489888 2.46131 2.90885	0.597522 0.563656 -0.268304	0.535228 0.724454 -3.81359	0.541514 0.916127 -0.0723905
0.833682 0.328547 12.7099	0.107591 0.91988 -0.84476	0.459585 0.900649 0.444666	0.560064 1.09231 -0.669429
0.000178092 3.39635 0.419005	0.684151 0.693732 -2.21692	0.499449 0.926045 -0.31795	0.487601 0.985785 -9.83859
0.695492 0.453898 -3.93814	0.520145 0.806851 -0.533267	0.523524 0.614936 1.06172	0.511911 0.994252 -0.261887
0.033769 0.345675 0.380816	0.396474 0.302524 1.92086	0.515559 0.549569 -14.4788	0.46443 1.13776 -0.523385
0.657432 1.83513 -0.291123	0.720281 0.498173 -2.28618	0.542649 0.715706 -0.198449	0.517191 1.05609 -1.80901
0.574332 1.18265 -0.451342	0.466356 1.20843 -0.377161	0.383644 1.20498 -0.594326	0.534543 0.990479 1.65249
0.841406 0.0938746 0.659499	0.529799 0.748369 -0.540209	0.56167 0.835369 2.7256	0.510227 1.10304 11.8239
0.861932 0.0971704 -8.79638	0.68608 1.26945 -0.139854	0.496293 0.892503 0.476977	0.574182 0.968951 -4.93589
0.131885 1.4384 0.72168	0.393963 1.44379 1.07641	0.56765 2.32131 0.248452	0.541585 1.12985 -3.13365
0.17048 0.361967 -0.959901	0.676789 0.245369 -0.151437	0.525457 0.523941 -3.3169	0.543883 1.02162 -5.33107
0.289438 0.0810391 1.09269	0.499463 0.333179 0.033128	0.423042 0.598319 2.55924	0.480438 1.003 1.05086
0.976342 2.27137 0.00412407	0.212274 1.12555 0.133577	0.481296 0.835777 -0.590425	0.499502 1.02535 -2.79235
0.202629 0.197317 0.164884	0.268845 0.897324 0.24557	0.455299 1.2235 -1.47057	0.446147 1.05284 -0.309463
0.105194 0.382188 -1.04797	0.416318 0.423124 0.647511	0.55936 0.973061 1.01262	0.507163 1.04074 -1.00196
0.569937 0.230016 1.49201	0.438458 0.35473 0.310657	0.536216 0.962834 -0.361648	0.471231 0.987657 -44.6584
0.120975 1.14416 0.660375	0.521669 1.46682 -0.577806	0.392076 0.758272 -0.821612	0.546712 1.17736 1.57023
0.154706 0.395463 -9.38504	0.445658 1.53844 7.39623	0.474704 0.979874 0.471167	0.506491 1.13302 -0.750313
0.558648 0.15708 -0.252242	0.502354 0.0749617 -2.54352	0.42522 1.41539 1.13602	0.484351 0.957628 0.273601
0.544313 0.231476 -11.9143	0.308961 0.66518 0.504233	0.518461 0.788992 0.279219	0.512617 0.873392 0.00240772
0.442618 1.85056 3.93706	0.873707 3.24682 -0.559915	0.448974 0.737774 0.863706	0.556234 0.92328 0.0936964
0.895445 0.430694 -0.0829277	0.531182 1.04281 -0.474332	0.280909 0.912164 -2.39388	0.541253 1.03057 -1.01571
0.0316991 0.571117 1.44068	0.839323 2.68875 -0.321179	0.413077 0.985805 19.1828	0.470886 1.02041 -0.487365
0.790146 1.16402 5.48635	0.677114 0.131348 0.998476	0.435329 0.697771 49.9448	0.512022 0.816262 0.529489
0.418611 0.506933 0.249927	0.731533 0.321673 -1.69538	0.420646 0.763979 0.0233352	0.549398 1.02564 0.268032
0.652937 0.0909845 0.523454	0.498169 1.36153 0.385195	0.491307 1.02172 0.231598	0.440678 0.935391 -1.28412
0.917367 0.399141 -1.06102	0.759882 1.86595 -1.27846	0.487255 1.13172 0.980923	0.488471 0.856761 -1.0653
0.898779 0.757999 1.57093	0.0583487 1.13119 0.974424	0.419811 0.847245 24.6153	0.457084 0.946011 -1.65289
0.325889 0.324719 -0.014164	0.306065 0.894636 3.34229	0.619951 1.22348 5.01699	0.48243 1.24948 -0.08912
0.0841964 1.31383 -0.284379	0.458186 0.76853 1.27887	0.440553 0.873761 0.443497	0.500349 1.10773 -0.829598
0.538835 0.391353 -6.07794	0.676606 0.410465 -27.6018	0.551864 1.34939 -128.339	0.496475 0.918031 -2.05245
0.299067 0.258061 -6.09329	0.592563 0.315443 -1.04936	0.234042 0.875514 16.5734	0.512037 0.949496 -1.60492
0.731198 1.22631 -2.13045	0.576982 1.80826 -0.396139	0.586048 1.6912 -2.19361	0.514489 1.14188 0.0555818
0.924428 0.259644 -0.0340138	0.488846 0.232803 -3.81945	0.584062 1.05583 -4.1084	0.496942 0.999019 2.41712
0.0750083 0.0804099 -1.11573	0.770578 0.831832 0.647272	0.469025 0.814479 -0.837956	0.51083 1.06919 0.556742
0.679226 0.583205 0.884714	0.665231 0.520457 -0.815825	0.474501 1.12157 0.00814742	0.514552 0.896029 0.783398
0.455253 0.309387 3.26898	0.538539 0.92225 -1.34619	0.429258 1.13646 -0.373734	0.496641 1.14156 -0.576986
0.553279 0.357274 -0.781817	0.574888 0.0615782 0.633025	0.425657 0.795163 1.72287	0.492872 0.899551 -0.319695
0.0988387 0.326812 -0.344158	0.705048 1.82127 1.41765	0.565317 1.18888 4.85032	0.477287 1.05011 -0.51967
0.484845 0.864181 -0.312193	0.446002 0.56271 -0.52057	0.414634 1.08703 -5.21942	0.499912 0.980942 -0.409182
0.506735 0.262114 0.0303114	0.617363 0.870707 1.25803	0.426929 0.772094 -2.43706	0.478623 0.761535 -0.0791397
0.488673 1.55558 -4.81067	0.515509 0.845732 0.430918	0.525404 0.821256 -0.96358	0.516714 0.949654 -124.867
0.967615 0.10864 -1.12042	0.489037 1.12245 0.860344	0.461201 0.638784 -2.19333	0.485917 1.01615 0.0130649
0.623978 1.84863 -0.894398	0.546819 0.371483 0.588532	0.546784 1.13168 -0.990327	0.519395 1.17597 0.301614
0.616796 0.572482 0.312396	0.783591 0.545758 -2.08685	0.545296 0.733094 0.74999	0.520295 0.92742 -6.45428
0.283237 0.769607 0.402182	0.818346 0.638064 -1.36917	0.499123 1.25458 -0.270841	0.446273 1.12049 0.564327
0.471623 3.19978 5.88958	0.627478 0.130241 1.12421	0.632375 1.29429 -1.18858	0.50373 1.00622 -0.758184
0.114847 3.47967 2.38763	0.607053 0.691347 0.680388	0.62829 0.585019 2.3396	0.469744 0.964571 3.47133
0.471465 0.529409 0.825821	0.325928 0.304126 0.942441	0.52402 0.645311 0.820699	0.514638 1.27754 25.9998
0.688182 2.01161 -10.0052	0.643454 0.992002 0.538268	0.351542 1.07643 -0.724301	0.541167 0.880055 0.536084
0.380089 0.792589 0.558002	0.0812165 0.689882 1.72959	0.561243 0.911718 4.10255	0.472275 0.964344 0.903405
0.579421 0.537397 7.76144	0.593615 1.10594 1.74185	0.654586 1.25218 6.1279	0.530595 0.871796 -0.85878
0.496911 0.5376 -32.8394	0.585421 0.455109 -10.9313	0.496825 2.00358 -0.612623	0.519188 0.987112 4.92585
0.516691 1.62124 -0.958692	0.778606 1.82937 -37.0346	0.49055 1.49055 0.957474	0.511817 0.916595 -0.371119
0.701973 0.908239 0.121208	0.321903 0.0456104 3.48584	0.560889 0.883228 -9.20193	0.477114 0.874385 -1.1526
0.23456 0.599844 -0.230908	0.459467 0.686229 -2.25143	0.575079 0.712684 0.343152	0.526733 1.01493 33.6543
0.278752 1.7316 1.11937	0.141985 0.184938 0.440141	0.533355 0.993296 84.9528	0.52276 0.98841 2.41515
0.291665 0.0585337 -0.939953	0.420214 0.338043 0.396331	0.350423 1.15581 2.79702	0.4917 1.01354 -2.44482
0.453656 0.274755 0.212141	0.403525 1.81989 -3.34181	0.653184 1.44121 -1.20991	0.476033 0.840186 -3.1851
0.285347 1.34288 0.43077	0.534464 1.907 2.10888	0.535595 1.13435 1.71883	0.48207 1.15552 7.061
0.287937 2.08977 0.438796	0.521893 1.28666 -0.329277	0.474122 1.00232 -1.86127	0.514365 0.954938 -2.47431
0.56547 0.305094 0.63029	0.202115 1.36525 -0.735292	0.307425 0.602808 0.827569	0.509753 1.01535 1.44029
0.814133 0.744221 -2.72512	0.484057 1.32316 0.152953	0.55684 1.25532 -0.115009	0.482867 1.19525 -0.27562
0.712756 0.170604 6.24305	0.627858 0.503396 0.439697	0.374108 0.424694 1.90391	0.512193 0.898317 -0.0760962
0.657393 0.0386734 4.1874	0.443706 1.08775 -0.141946	0.692086 1.38298 -0.0642467	0.601164 1.06305 0.249455
0.472848 0.799536 -3.46865	0.45747 0.778804 -1.79698	0.501609 0.952207 1.22144	0.519797 0.81084 -0.0168951
0.0381448 0.0446665 0.290336	0.617413 0.361061 -1.9363	0.490492 2.12343 2.61855	0.463815 1.05115 -0.92349
0.606279 1.13587 6.38322	0.302334 0.425797 0.38309	0.51446 1.01154 -0.132896	0.51238 1.04384 -0.857753
0.139638 0.12346 -0.041561	0.444312 0.967856 -2.69247	0.351183 0.76974 2.88205	0.482364 1.00945 -0.118184
0.499402 0.0109036 -11.5914	0.116963 2.72819 -0.314572	0.384144 0.772726 0.536374	0.503858 1.08628 2.86826
0.144649 1.09766 -0.494134	0.397622 1.85042 0.160547	0.520059 1.07408 0.529455	0.503125 1.23228 1.52293
0.0640702 0.0793714 1.00261	0.13487 1.22994 0.69099	0.495746 1.31939 -2.06247	0.487945 1.13907 -10.6685
0.128655 0.285417 -1.64426	0.925959 0.282458 2.19299	0.54379 0.955907 12.6149	0.485909 0.943209 -2.10348
0.150107 0.485407 -0.515609	0.439467 0.295068 1.32063	0.58993 1.14428 0.230533	0.506259 1.14599 -1.72704
0.926635 0.961947 -0.627536	0.173834 3.75054 0.42084	0.378882 1.07472 -5.02452	0.455013 0.991608 -2.89921
0.817458 0.433166 -0.271716	0.5102 0.435784 -0.263526	0.542997 1.20818 -0.82912	0.483797 0.997164 0.653066
0.520922 0.132846 13.279	0.239412 1.51271 1.40263	0.475853 0.810994 -0.131671	0.544846 1.02837 -2.90076
0.874784 0.0903969 -2.30293	0.439324 0.746387 4.46401	0.590767 0.66768 0.792169	0.46536 0.870686 -0.312245
0.432051 0.105147 -2.15641	0.566527 0.253513 -0.882153	0.563351 1.32273 -0.605054	0.478702 0.915353 -0.687845
0.0883745 0.802006 0.163109	0.59813 0.245861 -0.274819	0.527777 0.66664 -6.75673	0.500079 1.15005 -1.20749
0.210909 4.86925 -1.8223	0.367546 0.996511 -2.82961	0.430134 1.05448 -0.440906	0.510253 0.935679 0.115033
0.59591 1.99305 0.375342	0.417324 1.20018 0.136345	0.514788 1.20271 -0.707105	0.479815 1.11409 -3.08919
0.906483 1.84502 -3.83167	0.401958 0.455882 -8.37221	0.355951 1.58408 -0.593087	0.473448 1.03925 -0.574833
0.618667 1.34268 -1.04377	0.146414 0.377352 62.6091	0.585264 0.649441 -0.640933	0.510765 0.942876 1.58785
0.874552 1.72749 -1.7335	0.597938 0.55364 -27.4173	0.574735 1.80819 -0.118507	0.507586 0.885004 0.0393691
0.990615 0.849243 2.62628	0.420475 1.96855 -0.866107	0.523346 1.12015 1.0793	0.496233 1.0504 -1.74597
0.897198 0.985604 -0.0844969	0.443666 1.20774 0.465962	0.451867 1.34693 0.0991045	0.440433 1.04627 -16.2946
0.587009 0.234237 -0.0267749	0.576377 0.318227 -2.56655	0.547366 0.84632 -1.84686	0.512096 0.99036 21.5047
0.317851 0.298321 -0.0703515	0.272222 0.806266 -0.211015	0.595766 0.913547 -1.71397	0.493336 0.887177 -3.88053
0.461386 0.0974119 1.79657	0.748601 0.151066 3.07393	0.416999 0.886663 -1.05496	0.505102 0.881733 -1.14282
0.394734 0.396387 -0.62587	0.436503 1.33027 0.648942	0.464521 1.57237 -0.97071	0.448398 0.825803 0.678958
0.425999 1.57812 -0.341112	0.598935 2.65961 2.74418	0.619385 1.74626 0.23195	0.46772 0.976218 0.88695
0.703454 1.55777 1.26839	0.774193 0.827216 11.1484	0.519788 1.68913 -0.83397	0.478854 0.79803 0.649414
0.803286 1.8589 -2.89162	0.293763 0.676863 1.12103	0.697737 1.25813 -0.26826	0.561867 0.965568 -0.676964
0.600858 0.463158 -1.21285	0.490439 2.35496 1.31752	0.359624 0.908957 -3.40153	0.489891 1.08981 -0.105098
0.94915 0.704184 1.38209	0.674134 0.5522 -0.914182	0.47071 0.929772 0.794347	0.457421 0.991688 1.43223
0.280934 5.61858 -0.111838	0.367868 1.04391 3.6575	0.553317 0.845242 1.29552	0.498243 1.12194 0.860716
0.910188 3.08018 4.7132	0.541514 1.77192 0.528305	0.545026 0.922474 1.94195	0.500026 1.00675 0.0144419
0.197413 3.76248 -0.451889	0.718067 0.842268 -0.0259951	0.51655 1.06431 3.17406	0.535004 0.986876 -0.694736
0.181119 0.781678 2.45907	0.617788 0.593448 -0.0526124	0.527999 0.851285 -0.540661	0.566299 0.970322 0.235502
0.420601 0.204871 -0.875558	0.320929 0.978066 -0.664424	0.503455 1.21856 0.721484	0.577161 1.03277 -0.366302
0.585471 0.534291 0.411077	0.4809 0.860952 -0.00105039	0.26874 0.720962 -0.411809	0.533118 1.00107 1.83415
0.355306 1.99545 1.96944	0.801471 3.30181 1.14093	0.64004 1.14581 0.0372376	0.469479 0.966889 0.951637
0.747286 0.629805 -1.72889	0.514295 1.34881 -15.9	0.452254 1.29402 0.516408	0.481293 1.04963 1.96446
0.588695 1.02275 20.6052	0.948191 3.27038 0.913418	0.455385 0.792737 1.62211	0.519442 0.907636 2.29228
0.417112 1.12814 -1.36259	0.463157 0.196264 -3.74214	0.382506 0.903793 -0.50718	0.512494 1.02203 -0.395705
0.641165 0.473898 -1.90869	0.300835 0.256822 1.58212	0.544503 1.34411 -1.39398	0.47405 1.1211 0.313944
0.419556 0.370729 1.25449	0.825128 0.780172 4.41482	0.449203 1.05686 -0.222914	0.55191 0.949503 -3.56181
0.925288 1.59792 -1.39861	0.283954 1.10083 -0.255286	0.569217 1.83807 -0.0547552	0.518383 1.07644 -0.00175378
0.682552 0.880084 1.42813	0.216961 1.13461 0.425754	0.496467 0.920652 1.00111	0.457722 0.89809 0.998156
0.394469 1.69152 10.2932	0.528894 2.39353 -6.2429	0.407349 1.54059 -1.17044	0.471901 1.06252 -8.00867
0.638986 0.742261 0.095546	0.688019 0.595697 -0.150453	0.605329 1.1184 2.75233	0.522032 1.10685 -0.877017
0.0353243 0.914456 4.30298	0.54133 1.00824 3.13912	0.420377 1.17642 1.594	0.499592 0.942068 7.14756
0.960801 0.513162 0.244961	0.771112 0.754021 -0.471056	0.558921 0.928512 0.817166	0.456523 0.886986 25.6286
0.972204 3.02291 -2.32438	0.702031 0.641266 -1.11184	0.637043 0.97454 -0.366086	0.511118 0.931854 -0.447957
0.653978 1.35756 -1.47538	0.382293 0.679308 0.022504	0.559874 0.912598 0.0914188	0.519691 0.980428 1.83237
0.93701 0.203091 -0.115251	0.340829 1.56809 1.14996	0.444445 1.01404 -0.390728	0.522259 1.03035 0.898156
0.299996 0.460721 11.5444	0.453453 3.21062 1.27971	0.381791 0.667575 1.77461	0.541097 0.909763 -0.00170097
0.872393 1.60935 -1.59411	0.340567 0.544286 0.508543	0.525785 1.16059 -1.59889	0.479001 0.978289 -2.17605
0.842848 0.976539 -5.60734	0.291278 0.550625 -2.34489	0.616122 1.12077 0.364155	0.531674 1.00177 -1.04685
0.50789 2.22349 -0.636181	0.889742 0.456216 -1.32413	0.459086 1.21654 -0.995334	0.495733 0.982139 -0.186913
0.826153 1.85506 0.210217	0.427829 1.21321 -1.6118	0.565303 0.92992 3.89568	0.477724 0.967367 11.4567
0.501514 0.286933 -1.61579	0.527491 0.213161 0.0119523	0.55592 1.30617 0.534926	0.535118 0.966394 -0.372125
0.255382 1.61264 1.77362	0.423207 0.64027 -1.09428	0.663228 0.937693 -4.34909	0.499833 0.907189 0.643649
0.623962 1.25151 -0.366101	0.368036 0.287168 -1.01112	0.522413 1.00486 -5.3787	0.47827 0.964159 0.108231
0.147664 1.45735 -1.16211	0.398843 0.396738 -3.38778	0.392774 1.19117 0.380265	0.576511 1.17268 -2.0976
0.0625152 0.631863 -1.23507	0.146601 0.477565 -0.480567	0.303411 0.814914 0.355585	0.499981 0.868242 0.307731
0.239701 0.0138717 -0.433462	0.657463 0.275314 -0.535609	0.522809 1.04885 7.49886	0.515988 0.836867 0.236673
0.116269 0.0842115 -4.77892	0.22574 1.62503 1.04018	0.448865 0.818287 1.10052	0.544845 1.01272 -1.81829
0.030918 0.318368 -0.0138778	0.657138 1.05887 0.688947	0.396838 1.43544 3.6999	0.528159 1.19839 1.04896
0.49673 0.770891 2.43387	0.607743 0.161854 4.10669	0.430949 1.02645 1.82201	0.486196 0.945998 -39.4885
0.954565 0.367923 4.79154	0.863524 0.266728 0.0264901	0.552519 1.22264 -4.88095	0.522282 1.05889 0.0476733
0.00660002 4.41383 1.46136	0.420982 0.251034 2.26876	0.340365 1.15249 1.96555	0.480881 1.03495 -0.677002
0.972119 0.99433 -4.43415	0.555904 0.723167 0.977352	0.403922 0.745254 -1.3217	0.474628 0.965399 0.46774
0.870481 0.826584 -9.9962	0.828574 0.949843 -1.32555	0.587447 0.892921 -0.332578	0.538997 1.11817 -0.85345
0.745864 0.260061 1.1837	0.395404 0.566915 -0.917711	0.531767 1.02292 1.61852	0.513868 0.953353 273.569
0.781929 0.667611 -0.385254	0.327066 0.567394 1.64263	0.502297 0.683339 1.38634	0.468787 0.908435 -0.16395
0.502251 0.957272 -1.4469	0.302278 1.71877 -0.440274	0.444259 1.48369 -0.256923	0.540574 0.993209 -0.62218
0.280114 2.34592 -11.0428	0.378949 2.10612 -0.0288768	0.429926 0.629558 0.230208	0.553008 0.974739 2.72923
0.83822 0.0281912 1.28119	0.194872 2.34009 0.609247	0.52272 1.05325 13.7695	0.460818 1.07144 1.2808
0.997501 0.828167 18.4966	0.611225 0.56073 -0.0394965	0.300496 1.61402 -2.43716	0.50417 1.08491 0.789491
0.525589 1.81852 3.90393	0.615269 0.873762 2.26299	0.670174 0.48298 2.08349	0.502431 0.941562 -3.92328
0.950972 4.41545 0.520681	0.705807 0.320816 2.10366	0.557999 0.820857 0.271579	0.492125 1.13388 15.3116
0.0134435 2.2719 -1.9953	0.842187 1.63355 0.528772	0.442707 1.49708 -2.02468	0.526095 0.998519 -2.26631
0.751326 0.338967 45.6121	0.336855 0.908126 -0.555463	0.577216 1.00493 2.82989	0.528605 0.954707 0.0509168
0.552875 0.659209 0.294658	0.844816 1.66931 0.199628	0.555883 1.23948 0.438261	0.462011 1.0622 0.896849
0.388508 0.726516 0.231915	0.743102 2.27742 1.58536	0.500376 1.47208 -0.330248	0.489384 1.02458 0.586462
0.27842 0.740221 6.22831	0.373579 0.708144 0.732739	0.402084 1.08325 -0.0261208	0.486506 0.87517 1.26437
0.757172 0.24583 1.67161	0.365292 1.00002 -2.77775	0.480731 0.941707 -1.03479	0.495826 1.15505 -0.174983
0.350295 0.732748 -4.092	0.564554 0.602964 0.325582	0.457465 0.645828 -0.29399	0.451514 1.14146 -2.32414
0.334242 0.719614 -0.48216	0.473071 0.45623 0.80329	0.517047 1.06496 0.902411	0.543702 1.04203 0.837605
0.733375 0.0115839 -0.265944	0.540137 1.19774 1.75816	0.454629 1.02299 -0.665836	0.513475 0.996121 -0.211877
0.286774 0.779296 -6.09663	0.832398 0.967872 -0.803318	0.374956 0.873398 6.95874	0.498223 0.893072 -3.66229
0.942771 0.439466 3.16389	0.443823 0.669303 0.514851	0.592184 0.55423 -9.05857	0.486788 0.875246 5.6746
0.985161 0.423628 0.380439	0.141844 0.477583 1.68713	0.480002 1.03357 -3.04522	0.48035 0.900575 -17.9961
0.611241 0.361137 0.653507	0.413268 1.45383 -4.48114	0.475455 1.22568 0.130355	0.490526 0.957008 0.804822
0.301277 0.0704168 0.639669	0.549454 0.542181 -0.70603	0.682175 0.860746 0.72768	0.45052 1.14025 0.676772
0.899454 0.59028 -4.3084	0.37244 1.44302 44.9528	0.551772 1.25082 -0.190425	0.515757 0.979348 2.60862
0.0208004 0.305657 0.688853	0.844109 1.25545 4.66018	0.469573 1.41489 8.74164	0.552046 0.988628 -2.54182
0.8501 0.313996 -1.2197	0.347351 0.45551 2.33254	0.624455 1.3517 0.748165	0.494358 0.920055 -5.60313
0.0122864 0.581716 0.59477	0.627041 0.349807 1.31177	0.573717 1.79727 -1.52481	0.507501 1.01074 5.5883
0.861202 0.08209 7.42635	0.354701 1.37676 0.19168	0.594769 1.64376 -2.47732	0.498856 0.851428 0.161109
0.984792 1.25155 -0.511398	0.578284 0.600194 -0.541279	0.47271 0.78718 3.96892	0.507538 1.09371 1.8554
0.569699 2.86821 -3.12262	0.290665 0.39229 -1.41657	0.671199 1.14491 -8.99856	0.51637 1.08203 0.28423
0.988136 1.44255 -0.620457	0.94486 1.50857 7.67581	0.660101 1.10126 4.18809	0.472661 0.9698 -7.25583
0.97133 0.856509 -0.271335	0.107076 0.534768 -0.467771	0.468488 1.14651 -0.82024	0.478369 1.00701 0.795787
0.492909 0.11527 -0.245815	0.635342 1.40285 1.38913	0.4937 0.660856 -2.95845	0.424549 1.13895 -0.256908
0.842482 3.4006 -3.82751	0.291151 0.775089 0.929228	0.450229 0.461328 -1.02102	0.491524 0.926273 -1.33855
0.0539501 0.16162 0.65156	0.789622 1.56352 1.81182	0.443907 1.90795 -1.53827	0.494671 1.1272 -1.51844
0.525152 0.0889861 -2.52732	0.0870064 0.411696 1.47005	0.591627 1.01541 3.00739	0.533537 0.904675 0.742215
0.562223 0.412102 -4.26744	0.821183 0.51996 1.42355	0.287084 1.31984 0.530555	0.513967 0.99277 -9.9442
0.478156 3.43306 141.97	0.274037 1.43384 0.51832	0.483631 0.618341 9.15506	0.451421 0.813383 -1.15828
